conversation_id,channel,customer_message,language,synthetic,annotator_1_label,annotator_2_label,annotator_3_label,adjudicated_intent,annotation_confidence,review_status,reviewer_id
CONV-00843,mobile_app,"Hi, I see two charges for the same purchase. I’m trying to sort this out before the end of the day. I’d like to resolve this today.",en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-00844,mobile_app,"Hello, What steps do I need to follow to return this product? This is my first time dealing with this issue.",en,True,return_request,return_request,return_request,return_request,high,approved,
CONV-00845,chat,Just checking — The delivery date for ORD-100366 has passed and I'm still waiting. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-00846,web_form,I’m contacting support because I need the specifications before I decide whether to buy it. Can you check?,en,True,product_information,product_information,promo_code,product_information,medium,adjudicated,REVIEWER-001
CONV-00847,web_form,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Please let me know.",en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-00848,web_form,My subscription payment was higher than I expected. I haven't changed anything on my account. Please let me know.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-00849,chat,Please advise: Can you show me the latest tracking update for my shipment? I placed the order earlier today. I'd appreciate your help.,en,True,delivery_tracking,delivery_tracking,order_status,delivery_tracking,medium,adjudicated,REVIEWER-001
CONV-00850,email,I need some help. The discount isn't being applied even though I entered the code. This is my first time dealing with this issue. Can you check?,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-00851,web_form,I need some help. It looks like I was billed twice for ORD-101746.,en,True,duplicate_charge,duplicate_charge,duplicate_charge,duplicate_charge,high,approved,
CONV-00852,mobile_app,Please advise: Would you mind checking the latest status of ORD-100019? I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True,order_status,order_status,order_status,order_status,high,approved,
CONV-00853,chat,"Hi, Checkout keeps rejecting my payment. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-00854,mobile_app,Could you help me? Please update the destination before the order ships. I placed the order earlier today. I'd appreciate your help.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-00855,email,"Quick question: The box arrived, but mug wasn't inside. I placed the order earlier today. Any guidance would be helpful.",en,True,wrong_item,wrong_item,missing_item,wrong_item,medium,adjudicated,REVIEWER-001
CONV-00856,web_form,I need some help. I placed ORD-100218 recently. What is happening with it? This is my first time dealing with this issue. Thank you.,en,True,order_status,order_status,delivery_estimate,order_status,medium,adjudicated,REVIEWER-001
CONV-00857,email,I’m contacting support because Checkout keeps rejecting my payment. I haven't changed anything on my account.,en,True,payment_failure,payment_failure,payment_failure,payment_failure,high,approved,
CONV-00858,chat,"Could you help me? I expected this shipment already, but it hasn't turned up. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True,delivery_delay,delivery_delay,delivery_delay,delivery_delay,high,approved,
CONV-00859,web_form,I wanted to check whether I have a question about the charge on my recurring plan. This is my first time dealing with this issue. Please let me know.,en,True,subscription_billing,subscription_billing,subscription_billing,subscription_billing,high,approved,
CONV-00860,chat,"Hi, I can't sign in to my account. I’m trying to sort this out before the end of the day. I'd appreciate your help.",en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-00861,web_form,Please advise: I received a security alert for an unfamiliar sign-in. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-00862,mobile_app,"Hello, I received a security alert for an unfamiliar sign-in. This is my first time dealing with this issue. Thank you.",en,True,account_security,account_security,account_security,account_security,high,approved,
CONV-00863,email,Could you help me? One product from my order is missing. I noticed this while reviewing my recent activity. Thanks.,en,True,missing_item,missing_item,missing_item,missing_item,high,approved,
CONV-00864,web_form,I wanted to check whether Can you tell me more about this product's features? Can you check?,en,True,product_information,product_information,product_information,product_information,high,approved,
CONV-00865,chat,I wanted to check whether I need to redirect this package to another address. Please let me know.,en,True,address_change,address_change,address_change,address_change,high,approved,
CONV-00866,email,My account suddenly won't let me log in. This is my first time dealing with this issue. Thank you.,en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-00867,chat,Just checking — I changed my mind and would like to send the item back. I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True,order_cancellation,return_request,order_cancellation,order_cancellation,medium,adjudicated,REVIEWER-001
CONV-00868,mobile_app,"Hello, I'm locked out of my account and need access. This is my first time dealing with this issue. Can you check?",en,True,account_access,account_access,account_access,account_access,high,approved,
CONV-00869,chat,"Hello, The product has a crack that wasn't shown in the listing. I haven't changed anything on my account. Can you check?",en,True,damaged_item,missing_item,damaged_item,damaged_item,medium,adjudicated,REVIEWER-001
CONV-00870,mobile_app,I need some help. Where is ORD-104785 right now? I haven't changed anything on my account.,en,True,delivery_tracking,delivery_tracking,delivery_tracking,delivery_tracking,high,approved,
CONV-00871,email,Just checking — There is visible damage on the item I received. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True,damaged_item,damaged_item,damaged_item,damaged_item,high,approved,
CONV-00872,web_form,I wanted to check whether Can you give me an ETA for this shipment? This is my first time dealing with this issue.,en,True,delivery_estimate,delivery_estimate,delivery_estimate,delivery_estimate,high,approved,
CONV-00873,mobile_app,Just checking — I placed ORD-100203 recently. What is happening with it? I placed the order earlier today. Any guidance would be helpful.,en,True,delivery_estimate,order_status,order_status,order_status,medium,adjudicated,REVIEWER-001
CONV-00874,chat,Could you help me? Why is the coupon being rejected at checkout? I’m trying to sort this out before the end of the day. Thanks.,en,True,promo_code,promo_code,promo_code,promo_code,high,approved,
CONV-00875,chat,Please advise: I received a security alert for an unfamiliar sign-in. I placed the order earlier today. Thanks.,en,True,account_security,account_security,account_security,account_security,high,approved,
