conversation_id,channel,customer_message,language,synthetic
CONV-01099,mobile_app,Please advise: When should ORD-100535 arrive? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01100,mobile_app,Please advise: I entered the wrong delivery address. Can it be corrected? I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-01101,chat,I need some help. I placed ORD-100188 recently. What is happening with it? This is my first time dealing with this issue. Can you check?,en,True
CONV-01102,web_form,"My delivery arrived, but the item inside is damaged. I haven't changed anything on my account. Please let me know.",en,True
CONV-01103,email,I want to cancel my subscription. Please let me know.,en,True
CONV-01104,chat,Quick question: Please stop ORD-101862 before it is dispatched. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01105,chat,"Hi, ORD-100270 was due on Wednesday, but it still hasn't arrived. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-01106,chat,The same purchase appears twice on my card statement. Please let me know.,en,True
CONV-01107,mobile_app,"Hi, Why was my subscription charged this month? I placed the order earlier today. Any guidance would be helpful.",en,True
CONV-01108,email,Just checking — There is visible damage on the item I received. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01109,email,I wanted to check whether Please stop my recurring membership. I haven't changed anything on my account. Please let me know.,en,True
CONV-01110,mobile_app,Quick question: Do you have an update on ORD-100111? I want to know where it stands. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01111,web_form,"Hi, Something different was packed instead of what I purchased. I placed the order earlier today. I'd appreciate your help.",en,True
CONV-01112,chat,I’m checking on ORD-100220. Could you tell me its current status? I haven't changed anything on my account. Can you check?,en,True
CONV-01113,mobile_app,Quick question: Can you give me an ETA for this shipment? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01114,email,Please advise: I'm still waiting for the money from my return. Can you check? I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01115,mobile_app,I’m contacting support because I think someone may have accessed my account. I haven't changed anything on my account. Please let me know.,en,True
CONV-01116,chat,Could you help me? I was sent the wrong model. I’m trying to sort this out before the end of the day. Any guidance would be helpful.,en,True
CONV-01117,chat,Quick question: I want to return ORD-100790. How do I start? I’m trying to sort this out before the end of the day. I'd appreciate your help.,en,True
CONV-01118,email,"Hello, My discount code isn't working. This is my first time dealing with this issue.",en,True
CONV-01119,mobile_app,I need some help. The delivery date for ORD-100461 has passed and I'm still waiting. Thank you.,en,True
CONV-01120,chat,Quick question: The promotional code says it is invalid. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01121,mobile_app,Could you help me? What is the estimated delivery date for my package? I’m trying to sort this out before the end of the day. I’d like to resolve this today.,en,True
CONV-01122,email,Just checking — I can't recall my password and need to change it. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-01123,web_form,Please advise: I can't finish the purchase because the payment isn't accepted. I noticed this while reviewing my recent activity. I'd appreciate your help.,en,True
CONV-01124,web_form,I need some help. I placed ORD-100198 recently. What is happening with it? Please let me know.,en,True
CONV-01125,email,"Please advise: I received the package, but one of the products is absent. I’m trying to sort this out before the end of the day. Thanks.",en,True
CONV-01126,chat,Please advise: My parcel is 3 days late. Can you investigate? I’m trying to sort this out before the end of the day. Thanks.,en,True
CONV-01127,email,"Hello, Could you help me end my recurring plan? This is my first time dealing with this issue. Thank you.",en,True
CONV-01128,email,Quick question: I have a question about the charge on my recurring plan. I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01129,email,I wanted to check whether I want to track the package that was just dispatched. Thank you.,en,True
CONV-01130,mobile_app,Quick question: The item arrived damaged. What should I do? I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01131,web_form,"Hi, I can't sign in to my account. I’m trying to sort this out before the end of the day. Any guidance would be helpful.",en,True
CONV-01132,chat,Quick question: The promotional code says it is invalid. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-01133,web_form,"Hello, When should ORD-100650 arrive? I haven't changed anything on my account. Can you check?",en,True
CONV-01134,chat,I’m contacting support because Roughly how long will delivery take? This is my first time dealing with this issue. Please let me know.,en,True
CONV-01135,web_form,Could you help me? My payment is being declined at checkout. I noticed this while reviewing my recent activity. I’d like to resolve this today.,en,True
CONV-01136,chat,Just checking — The discount isn't being applied even though I entered the code. I noticed this while reviewing my recent activity. Any guidance would be helpful.,en,True
CONV-01137,email,Please advise: I forgot my password. How can I reset it? I placed the order earlier today. I'd appreciate your help.,en,True
CONV-01138,email,I need some help. The item I received isn't the one I ordered. I haven't changed anything on my account.,en,True
CONV-01139,mobile_app,I need some help. Can you help me cancel my recent order? Can you check?,en,True
CONV-01140,chat,Quick question: The promised delivery window is over for ORD-100314. I noticed this while reviewing my recent activity. Thanks.,en,True
CONV-01141,mobile_app,I wanted to check whether Please stop my recurring membership. This is my first time dealing with this issue. Can you check?,en,True
CONV-01142,mobile_app,I’m contacting support because Could you tell me the current location or transit stage of my parcel? This is my first time dealing with this issue. Can you check?,en,True
